pl_name,hostname,pl_letter,hd_name,hip_name,tic_id,gaia_dr3_id,ra,dec,sy_dist,sy_snum,sy_pnum,cb_flag,st_teff,st_mass,st_rad,st_lum,pl_rade,pl_bmasse,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,discoverymethod,disc_year,disc_facility,pl_controv_flag
"HD 12661 c","HD 12661","c","HD 12661","HIP 9683","TIC 118268680","Gaia DR3 105332908999068032",31.1423525,25.4135632,37.84780000,1,2,0,5748.00,1.020000,1.110000,0.06300,13.20000000,899.45439181,"Mass",2.150000,174.06,0.1459,1708.00000000000,2.8145000000,0.031000,136.00000,"Radial Velocity",2002,"Multiple Observatories",0
"HD 126614 b","HD 126614","b","HD 126614","HIP 70623","TIC 287973473","Gaia DR3 3641697998570813952",216.7005171,-5.1784093,73.09610000,3,1,0,5568.00,0.960000,1.369794,0.08279,12.70000000,107.74382997,"Mass",0.289000,209.54,0.2392,1257.25303000000,2.2490000000,0.548000,97.47700,"Radial Velocity",2009,"W. M. Keck Observatory",0
"HD 127195 b","HD 127195","b","HD 127195","HIP 71018","TIC 127725774","Gaia DR3 6091942515572349312",217.8714193,-47.7292571,84.71670000,1,2,0,4981.00,1.340000,4.160000,0.98272,14.00000000,212.94503269,"Msini",0.426000,,,534.50000000000,,0.040000,,"Radial Velocity",2026,"La Silla Observatory",0
"HD 127195 c","HD 127195","c","HD 127195","HIP 71018","TIC 127725774","Gaia DR3 6091942515572349312",217.8714193,-47.7292571,84.71670000,1,2,0,4981.00,1.340000,4.160000,0.98272,14.10000000,206.58846455,"Msini",0.405000,,,836.99000000000,,0.050000,,"Radial Velocity",2026,"La Silla Observatory",0
"HD 127506 b","HD 127506","b","HD 127506","HIP 70950","TIC 286992966","Gaia DR3 1480314599451475712",217.6848544,35.4546059,22.52790000,1,1,0,4595.32,0.730000,0.735766,-0.66256,5.67000000,27.33324300,"Msini",0.824000,354.80,2.6404,65.78395000000,0.2870000000,0.240000,,"Radial Velocity",2022,"Multiple Observatories",0
"HD 128311 b","HD 128311","b","HD 128311","HIP 71395","TIC 349606708","Gaia DR3 1176209886733406592",219.0032292,9.7454368,16.32920000,1,2,0,4965.00,0.828000,0.760000,-0.51160,13.50000000,562.24127000,"Msini",1.260000,200.47,0.2620,453.01900000000,1.0840000000,0.303000,30.00000,"Radial Velocity",2002,"W. M. Keck Observatory",0
"HD 128311 c","HD 128311","c","HD 128311","HIP 71395","TIC 349606708","Gaia DR3 1176209886733406592",219.0032292,9.7454368,16.32920000,1,2,0,4965.00,0.828000,0.760000,-0.51160,13.00000000,1204.25787000,"Mass",3.010000,158.23,0.1017,921.53800000000,1.7400000000,0.159000,55.95000,"Radial Velocity",2005,"W. M. Keck Observatory",0
"HD 128356 b","HD 128356","b","HD 128356","HIP 71481","TIC 1056530200","Gaia DR3 6223838830917236224",219.2702793,-25.8031728,26.15480000,1,1,0,4875.00,0.650000,0.850000,-0.44370,13.90000000,282.86870000,"Msini",0.579000,232.36,0.4756,298.20000000000,0.8700000000,0.570000,,"Radial Velocity",2016,"Multiple Observatories",0
"HD 128717 b","HD 128717","b","HD 128717","HIP 71425","TIC 298163592","Gaia DR3 1610837178107032192",219.0881687,57.5609512,73.63600000,1,1,0,6210.00,1.212000,1.248000,0.32200,12.10000000,6293.00245860,"Mass",19.500000,151.90,0.0892,3420.00000000000,4.8500000000,0.850000,130.30000,"Astrometry",2025,"European Space Agency (ESA) Gaia Satellite",0
"HD 129445 b","HD 129445","b","HD 129445","HIP 72203","TIC 258186667","Gaia DR3 5800013451037514496",221.5104196,-68.7629901,67.43860000,1,1,0,5646.00,0.990000,1.175816,0.08968,13.30000000,797.74930157,"Mass",1.860000,173.36,0.1462,1840.00000000000,2.9000000000,0.700000,52.00000,"Radial Velocity",2009,"Las Campanas Observatory",0
"HD 130322 b","HD 130322","b","HD 130322","HIP 72339","TIC 189694184","Gaia DR3 3650718804281798912",221.8857975,-0.2820782,31.87660000,1,1,0,5387.00,0.920000,0.850000,-0.23544,13.70000000,365.49000000,"Msini",0.781000,720.00,67.9633,10.70871000000,0.0925000000,0.029000,,"Radial Velocity",1999,"La Silla Observatory",0
"HD 131496 b","HD 131496","b","HD 131496","HIP 72845","TIC 267365022","Gaia DR3 1236429004715336576",223.3461495,18.2352618,131.84900000,1,1,0,4846.00,1.340000,4.440000,0.99123,13.40000000,572.09400000,"Msini",1.310000,347.30,2.4257,896.00000000000,2.0100000000,0.181000,,"Radial Velocity",2011,"W. M. Keck Observatory",0
"HD 13167 b","HD 13167","b","HD 13167","HIP 9960","TIC 72638232","Gaia DR3 5121479777262042112",32.0576350,-24.6955750,148.93400000,1,1,0,5671.00,1.350000,2.390000,0.96025,13.10000000,1052.01730000,"Msini",2.570000,208.79,0.5428,2613.00000000000,4.1000000000,0.563000,,"Radial Velocity",2018,"W. M. Keck Observatory",0
"HD 13189 b","HD 13189","b","HD 13189","HIP 10085","TIC 63564248","Gaia DR3 325494788018024576",32.4173964,32.3164548,497.82300000,1,1,0,4175.00,2.240000,38.410000,2.63638,12.40000000,3480.23850000,"Msini",10.000000,1115.98,277.0528,471.60001000000,1.2500000000,0.270000,,"Radial Velocity",2005,"Thueringer Landessternwarte Tautenburg",0
"HD 132406 b","HD 132406","b","HD 132406","HIP 73146","TIC 309808219","Gaia DR3 1594127865540229888",224.2276121,53.3809615,70.78320000,1,1,0,5766.00,0.973000,1.340000,0.25996,12.80000000,1887.90073758,"Mass",4.950000,228.73,0.4641,908.00000000000,1.9800000000,0.250000,122.00000,"Radial Velocity",2007,"Haute-Provence Observatory",0
"HD 132563 b","HD 132563","b","HD 132563","HIP 73261 A","TIC 284680749","Gaia DR3 1585765117538284800",224.5892892,44.0428571,105.15500000,3,1,0,6289.00,1.231000,1.295770,0.37408,13.60000000,473.54700000,"Msini",1.030000,213.27,0.3447,1544.00000000000,2.6200000000,0.220000,,"Radial Velocity",2011,"Roque de los Muchachos Observatory",0
"HD 133131 A b","HD 133131 A","b","HD 133131 A","HIP 73674 A","TIC 440955228","Gaia DR3 6224633983987510528",225.8984524,-27.8431369,51.47360000,2,3,0,5799.00,0.950000,0.955014,-0.01658,13.60000000,451.31860000,"Msini",0.986000,227.72,0.4642,649.00000000000,1.4400000000,0.330000,,"Radial Velocity",2016,"Las Campanas Observatory",0
"HD 133131 A c","HD 133131 A","c","HD 133131 A","HIP 73674 A","TIC 440955228","Gaia DR3 6224633983987510528",225.8984524,-27.8431369,51.47360000,2,3,0,5799.00,0.950000,0.955014,-0.01658,14.30000000,133.48860000,"Msini",0.251000,128.96,0.0477,3568.00000000000,4.4900000000,0.490000,,"Radial Velocity",2016,"Las Campanas Observatory",0
"HD 133131 B b","HD 133131 B","b","HD 133131 B","HIP 73674 B","TIC 440955225","Gaia DR3 6224633983987511552",225.8999745,-27.8415947,51.29930000,2,3,0,5805.00,0.930000,0.989538,-0.00920,13.30000000,794.57500000,"Msini",1.860000,112.28,0.0259,5769.00000000000,6.1500000000,0.610000,,"Radial Velocity",2016,"Las Campanas Observatory",0
"HD 134060 b","HD 134060","b","HD 134060","HIP 74273","TIC 454901855","Gaia DR3 5876112300125320448",227.6847587,-61.4223747,24.01250000,1,2,0,5966.00,1.095000,1.164285,0.15836,3.16000000,10.10000000,"Msini",1.760000,1473.18,730.4602,3.26960000000,0.0444000000,0.450000,,"Radial Velocity",2019,"La Silla Observatory",0
"HD 134060 c","HD 134060","c","HD 134060","HIP 74273","TIC 454901855","Gaia DR3 5876112300125320448",227.6847587,-61.4223747,24.01250000,1,2,0,5966.00,1.095000,1.164285,0.15836,5.91000000,29.29000000,"Msini",0.780000,200.67,0.2515,1291.56460000000,2.3928000000,0.110000,,"Radial Velocity",2019,"La Silla Observatory",0
"HD 134606 b","HD 134606","b","HD 134606","HIP 74653","TIC 262457542","Gaia DR3 5798962867668048768",228.8103897,-70.5203328,26.79090000,1,5,0,5576.00,1.046000,1.158000,0.06483,2.97000000,9.09000000,"Msini",1.910000,894.63,106.1131,12.08900000000,0.1046000000,0.092000,,"Radial Velocity",2024,"Multiple Observatories",0
"HD 134606 c","HD 134606","c","HD 134606","HIP 74653","TIC 262457542","Gaia DR3 5798962867668048768",228.8103897,-70.5203328,26.79090000,1,5,0,5576.00,1.046000,1.158000,0.06483,3.37000000,11.31000000,"Msini",1.620000,527.65,12.8400,58.88300000000,0.3007000000,0.055000,,"Radial Velocity",2024,"Multiple Observatories",0
"HD 134606 d","HD 134606","d","HD 134606","HIP 74653","TIC 262457542","Gaia DR3 5798962867668048768",228.8103897,-70.5203328,26.79090000,1,5,0,5576.00,1.046000,1.158000,0.06483,7.59000000,44.80000000,"Msini",0.563000,207.68,0.3082,966.50000000000,1.9410000000,0.092000,,"Radial Velocity",2024,"Multiple Observatories",0
"HD 134606 e","HD 134606","e","HD 134606","HIP 74653","TIC 262457542","Gaia DR3 5798962867668048768",228.8103897,-70.5203328,26.79090000,1,5,0,5576.00,1.046000,1.158000,0.06483,1.33000000,2.34000000,"Msini",5.470000,1260.39,418.0334,4.32030000000,0.0527000000,0.200000,,"Radial Velocity",2024,"Multiple Observatories",0
"HD 134606 f","HD 134606","f","HD 134606","HIP 74653","TIC 262457542","Gaia DR3 5798962867668048768",228.8103897,-70.5203328,26.79090000,1,5,0,5576.00,1.046000,1.158000,0.06483,2.24000000,5.63000000,"Msini",2.750000,685.04,36.4790,26.91500000000,0.1784000000,0.081000,,"Radial Velocity",2024,"Multiple Observatories",0
"HD 134987 b","HD 134987","b","HD 134987","HIP 74500","TIC 61397572","Gaia DR3 6226694571859532800",228.3675397,-25.3096721,26.18040000,1,2,0,5736.00,1.100000,1.220000,0.25527,13.50000000,511.70630000,"Msini",1.140000,339.45,2.7435,258.17999000000,0.8100000000,0.230000,,"Radial Velocity",1999,"W. M. Keck Observatory",0
"HD 134987 c","HD 134987","c","HD 134987","HIP 74500","TIC 61397572","Gaia DR3 6226694571859532800",228.3675397,-25.3096721,26.18040000,1,2,0,5585.00,1.100000,1.250000,0.25527,13.90000000,260.00000000,"Msini",0.532000,125.03,0.0535,5000.00000000000,5.8000000000,0.120000,,"Radial Velocity",2009,"Multiple Observatories",0
"HD 135344 A b","HD 135344 A","b","HD 135344 A",,"TIC 307606851","Gaia DR3 6199395656645840384",228.9538416,-37.1489176,141.59500000,2,1,0,9540.00,2.320000,1.500000,1.22000,16.25302201,3178.28407000,"Mass",4.070000,1585.00,0.0610,,16.5000000000,0.500000,73.60000,"Imaging",2025,"Paranal Observatory",0
"HD 135625 b","HD 135625","b","HD 135625","HIP 74856","TIC 143713715","Gaia DR3 6000000322464144896",229.4511514,-45.9225871,56.51800000,1,1,0,6040.64,1.280000,1.357430,0.34446,13.30000000,731.00533610,"Mass",1.710000,146.04,0.0758,4055.00000000000,5.4000000000,0.160000,93.00000,"Radial Velocity",2023,"La Silla Observatory",0
"HD 135694 b","HD 135694","b","HD 135694","HIP 74326","TIC 232540264","Gaia DR3 1696831425624356480",227.8678636,71.8412965,73.87130000,1,1,0,5712.00,1.020000,1.080000,0.03941,2.85700000,6.10000000,"Mass",2.050000,750.83,71.8000,15.92347556800,0.1246950000,0.000000,,"Transit",2023,"Transiting Exoplanet Survey Satellite (TESS)",0
"HD 135872 b","HD 135872","b","HD 135872",,"TIC 38948719","Gaia DR3 6334990316794611200",229.4213643,-5.2024735,82.42510000,1,1,0,4992.00,1.646000,3.930380,0.93700,12.80000000,1744.56012602,"Mass",4.570000,233.64,0.4969,2422.32597000000,4.1720000000,0.164000,93.87200,"Radial Velocity",2022,"Multiple Observatories",0
"HD 136118 b","HD 136118","b","HD 136118","HIP 74948","TIC 38991680","Gaia DR3 4415515934099120768",229.7306046,-1.5922913,51.43590000,1,1,0,6097.00,1.180000,1.677540,0.56868,12.30000000,4164.18778851,"Mass",12.300000,249.62,0.6840,1187.59765000000,2.3270000000,0.344000,116.77900,"Radial Velocity",2022,"Multiple Observatories",0
"HD 136352 b","HD 136352","b","HD 136352","HIP 75181","TIC 136916387","Gaia DR3 5902750168276592256",230.4401147,-48.3188174,14.68200000,1,3,0,5664.00,0.870000,1.058000,0.01620,1.66400000,4.72000000,"Mass",5.623888,905.00,111.6000,11.57797000000,0.0964000000,0.000000,88.49000,"Radial Velocity",2019,"La Silla Observatory",0
"HD 136352 c","HD 136352","c","HD 136352","HIP 75181","TIC 136916387","Gaia DR3 5902750168276592256",230.4401147,-48.3188174,14.68200000,1,3,0,5664.00,0.870000,1.058000,0.01620,2.91600000,11.24000000,"Mass",2.497668,677.00,35.1000,27.59221000000,0.1721000000,0.000000,88.57100,"Radial Velocity",2019,"La Silla Observatory",0
"HD 136352 d","HD 136352","d","HD 136352","HIP 75181","TIC 136916387","Gaia DR3 5902750168276592256",230.4401147,-48.3188174,14.68200000,1,3,0,5664.00,0.870000,1.058000,0.01620,2.56200000,8.82000000,"Mass",2.878108,431.00,5.7400,107.24500000000,0.4250000000,0.000000,89.73000,"Radial Velocity",2019,"La Silla Observatory",0
"HD 136418 b","HD 136418","b","HD 136418","HIP 74961","TIC 1101862696","Gaia DR3 1392396172224832896",229.7756438,41.7324230,105.16800000,1,1,0,4989.00,1.480000,3.780000,0.83251,13.30000000,680.15620000,"Msini",1.590000,411.81,4.0863,464.29999000000,1.2900000000,0.250000,,"Radial Velocity",2009,"W. M. Keck Observatory",0
"HD 136925 b","HD 136925","b","HD 136925","HIP 75281","TIC 400015692","Gaia DR3 1170797781264303616",230.7157509,13.3663117,47.87400000,1,1,0,5773.19,0.875104,1.193078,0.13441,13.90000000,266.97586188,"Msini",0.546000,134.25,0.0518,4540.00000000000,5.1300000000,0.103000,,"Radial Velocity",2021,"Multiple Observatories",0
"HD 13724 c","HD 13724","c","HD 13724",,"TIC 7244844","Gaia DR3 4942867480584948352",33.0859626,-46.8166738,43.46500000,1,1,0,5835.31,1.004000,1.041980,0.05467,8.18000000,50.85254512,"Msini",0.511000,393.06,3.9773,142.22895000000,0.5340000000,0.651000,,"Radial Velocity",2022,"Multiple Observatories",0
"HD 137388 b","HD 137388","b","HD 137388","HIP 76351","TIC 407090552","Gaia DR3 5778418870846853888",233.9150820,-80.2044169,40.48410000,1,1,0,5181.00,0.680000,0.880000,-0.33724,9.32000000,63.56600000,"Msini",0.431000,248.42,0.5807,330.00000000000,0.8900000000,0.360000,,"Radial Velocity",2011,"La Silla Observatory",0
"HD 137496 b","HD 137496","b","HD 137496",,"TIC 346250894","Gaia DR3 6258810550587404672",231.7420543,-16.5090014,155.31700000,1,2,0,5799.00,1.040000,1.590000,0.36633,1.31000000,4.04000000,"Mass",10.490000,2130.00,3114.3366,1.62116000000,0.0273200000,0.000000,85.80000,"Transit",2021,"K2",0
"HD 137496 c","HD 137496","c","HD 137496",,"TIC 346250894","Gaia DR3 6258810550587404672",231.7420543,-16.5090014,155.31700000,1,2,0,5799.00,1.040000,1.590000,0.36633,12.60000000,2434.56559762,"Msini",6.690000,370.00,1.5713,479.90000000000,1.2163000000,0.477000,,"Radial Velocity",2021,"Multiple Observatories",0
"HD 13808 b","HD 13808","b","HD 13808","HIP 10301","TIC 220022156","Gaia DR3 4743692151804240896",33.1780708,-53.7437591,28.23050000,1,2,0,5035.00,0.771000,0.781000,-0.43455,3.35000000,11.20000000,"Msini",1.640000,661.56,33.2278,14.18150000000,0.1051900000,0.071000,,"Radial Velocity",2021,"La Silla Observatory",0
"HD 13808 c","HD 13808","c","HD 13808","HIP 10301","TIC 220022156","Gaia DR3 4743692151804240896",33.1780708,-53.7437591,28.23050000,1,2,0,5035.00,0.771000,0.781000,-0.43455,3.13000000,9.96000000,"Msini",1.780000,424.57,5.6365,53.75300000000,0.2554000000,0.156000,,"Radial Velocity",2021,"La Silla Observatory",0
"HD 13908 b","HD 13908","b","HD 13908","HIP 10743","TIC 12906712","Gaia DR3 515574853541230720",34.5609102,65.5941901,79.55150000,1,2,0,6255.00,1.290000,1.670000,0.60200,13.90000000,274.91000000,"Msini",0.562000,993.25,168.6392,19.38200000000,0.1540000000,0.020000,,"Radial Velocity",2013,"Haute-Provence Observatory",0
"HD 13908 c","HD 13908","c","HD 13908","HIP 10743","TIC 12906712","Gaia DR3 515574853541230720",34.5609102,65.5941901,79.55150000,1,2,0,6255.00,1.290000,1.670000,0.60200,12.80000000,1630.40000000,"Msini",4.270000,273.57,0.9705,931.00000000000,2.0300000000,0.120000,,"Radial Velocity",2013,"Haute-Provence Observatory",0
"HD 13931 b","HD 13931","b","HD 13931","HIP 10626","TIC 292851928","Gaia DR3 351537889154226816",34.1979991,43.7722065,47.39630000,1,1,0,5867.00,1.300000,1.250000,0.19590,13.20000000,889.91953960,"Mass",2.130000,139.38,0.0592,4218.00000000000,5.1500000000,0.020000,43.00000,"Radial Velocity",2009,"W. M. Keck Observatory",0
"HD 139357 b","HD 139357","b","HD 139357","HIP 76311","TIC 224312054","Gaia DR3 1597757387783227008",233.8173564,53.9221505,112.09000000,1,1,0,4700.00,2.690000,11.470000,1.82295,12.10000000,6315.56827550,"Mass",19.600000,446.97,7.6490,1124.79139000000,2.9490000000,0.099000,103.23500,"Radial Velocity",2008,"Thueringer Landessternwarte Tautenburg",0
"HD 1397 b","HD 1397","b","HD 1397","HIP 1419","TIC 394137592","Gaia DR3 4707634458245031552",4.4471631,-66.3589285,79.57020000,1,1,0,5521.00,1.324000,2.336000,0.65992,11.50043400,131.89945000,"Mass",0.477000,1228.30,356.0000,11.53533000000,0.1097000000,0.251000,88.99000,"Transit",2018,"Transiting Exoplanet Survey Satellite (TESS)",0
"HD 14067 b","HD 14067","b","HD 14067","HIP 10657","TIC 246937460","Gaia DR3 101040381244467968",34.2933480,23.7676546,142.02400000,1,1,0,4815.00,2.400000,12.400000,1.89800,12.20000000,4862.77462710,"Mass",14.700000,360.28,2.9812,2744.00000000000,5.1500000000,0.650000,39.00000,"Radial Velocity",2014,"Okayama Astrophysical Observatory",0
"HD 140901 b","HD 140901","b","HD 140901","HIP 77358","TIC 179348425","Gaia DR3 6009538585839374336",236.8689866,-37.9172333,15.25280000,1,2,0,5610.00,0.990000,0.950000,-0.10237,4.07000000,15.57359194,"Msini",1.270000,904.37,109.3426,9.02378000000,0.0850000000,0.472000,,"Radial Velocity",2022,"Multiple Observatories",1
"HD 140901 c","HD 140901","c","HD 140901","HIP 77358","TIC 179348425","Gaia DR3 6009538585839374336",236.8689866,-37.9172333,15.25280000,1,2,0,5610.00,1.060000,0.950000,-0.10237,13.40000000,572.09113260,"Mass",1.310000,76.76,0.0057,14386.00000000000,11.8000000000,0.770000,40.00000,"Radial Velocity",2022,"Multiple Observatories",0
"HD 141004 b","HD 141004","b","HD 141004","HIP 77257","TIC 296740796","Gaia DR3 4430238051199001216",236.6099205,7.3527684,11.81480000,1,1,0,5885.38,1.051904,1.389372,0.34600,3.77000000,13.63483866,"Msini",1.400000,950.73,144.7300,15.50830000000,0.1238000000,0.160000,,"Radial Velocity",2021,"Multiple Observatories",0
"HD 141399 b","HD 141399","b","HD 141399","HIP 77301","TIC 156067565","Gaia DR3 1398218223733415552",236.7235392,46.9862880,37.01690000,1,4,0,5600.00,1.070000,1.387236,0.20140,14.30000000,143.34133000,"Msini",0.269000,493.71,9.2321,94.44000000000,0.4150000000,0.040000,,"Radial Velocity",2014,"Multiple Observatories",0
"HD 141399 c","HD 141399","c","HD 141399","HIP 77301","TIC 156067565","Gaia DR3 1398218223733415552",236.7235392,46.9862880,37.01690000,1,4,0,5600.00,1.070000,1.387236,0.20140,13.60000000,422.71390000,"Msini",0.923000,383.17,3.3493,201.99000000000,0.6890000000,0.048000,,"Radial Velocity",2014,"Multiple Observatories",0
"HD 141399 d","HD 141399","d","HD 141399","HIP 77301","TIC 156067565","Gaia DR3 1398218223733415552",236.7235392,46.9862880,37.01690000,1,4,0,5600.00,1.070000,1.387236,0.20140,13.70000000,375.03940000,"Msini",0.801000,220.00,0.3640,1069.80000000000,2.0900000000,0.074000,,"Radial Velocity",2014,"Multiple Observatories",0
"HD 141399 e","HD 141399","e","HD 141399","HIP 77301","TIC 156067565","Gaia DR3 1398218223733415552",236.7235392,46.9862880,37.01690000,1,4,0,5600.00,1.070000,1.387236,0.20140,14.10000000,209.76780000,"Msini",0.411000,142.24,0.0636,5000.00000000000,5.0000000000,0.260000,,"Radial Velocity",2014,"Multiple Observatories",0
"HD 141937 b","HD 141937","b","HD 141937","HIP 77740","TIC 437430894","Gaia DR3 6248534171318085376",238.0735585,-18.4359716,33.36220000,1,1,0,5870.00,1.090000,1.030000,0.02200,12.40000000,3591.46099910,"Mass",10.400000,231.49,0.4436,662.37000000000,1.5400000000,0.460000,90.00000,"Radial Velocity",2002,"La Silla Observatory",0
"HD 142 A d","HD 142","d","HD 142","HIP 522","TIC 389757979","Gaia DR3 4976894960284258048",1.5836771,-49.0753625,26.18530000,2,3,0,6245.00,1.210000,1.470000,0.47418,10.90000000,82.63538582,"Msini",0.351000,530.32,13.2625,108.45299000000,0.4740000000,0.130000,,"Radial Velocity",2022,"Multiple Observatories",0
"HD 142 b","HD 142","b","HD 142","HIP 522","TIC 389757979","Gaia DR3 4976894960284258048",1.5836771,-49.0753625,26.18530000,2,3,0,6245.00,1.210000,1.470000,0.47418,12.70000000,2256.58168970,"Mass",6.050000,358.19,2.7603,351.43394000000,1.0390000000,0.158000,59.00000,"Radial Velocity",2001,"Anglo-Australian Telescope",0
"HD 142 c","HD 142","c","HD 142","HIP 522","TIC 389757979","Gaia DR3 4976894960284258048",1.5836771,-49.0753625,26.18530000,2,3,0,6245.00,1.210000,1.470000,0.47418,12.40000000,3464.64746471,"Mass",9.990000,116.56,0.0310,10159.64279000000,9.8110000000,0.277000,90.37400,"Radial Velocity",2012,"Anglo-Australian Telescope",0
"HD 142022 A b","HD 142022 A","b","HD 142022 A","HIP 79242","TIC 290493086","Gaia DR3 5768159705804908800",242.5481731,-84.2317494,34.28020000,2,1,0,5421.00,0.900000,1.040000,0.00432,12.90000000,1433.40611557,"Mass",3.670000,155.74,0.1176,1928.00000000000,2.9300000000,0.530000,71.00000,"Radial Velocity",2005,"La Silla Observatory",0
